Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_OrangeWebUsingKeywords,Chrome 71.0.3578.98,,2019-01-04 00:37:15,2019-01-04 00:37:39,23.984s,PASSED
,,,,,,
Test Cases/Orange_Website_Using_Function/TC_AllPageComponent,Chrome 71.0.3578.98,,2019-01-04 00:37:15,2019-01-04 00:37:39,23.589s,PASSED
"pk_Functions.CS_Login.LoginFun(findTestObject(null), ""https://opensource-demo.orangehrmlive.com/index.php/auth/login"", findTestObject(""Orange/Login/Username""), findTestObject(""Orange/Login/Password""), ""Admin"", ""admin123"", findTestObject(""Orange/Login/Login""))",Chrome 71.0.3578.98,,2019-01-04 00:37:16,2019-01-04 00:37:34,18.002s,PASSED
"click(findTestObject(""Orange/Navigation/MNUITM_Recruitment""))",Chrome 71.0.3578.98,,2019-01-04 00:37:34,2019-01-04 00:37:37,3.400s,PASSED
"pk_Functions.CS_TextLov.TextLovFun(""TestKeywords/AllObjectComponent"", ""Sheet1"", [CandidateName, JobTitle, WelcomeAdmin])",Chrome 71.0.3578.98,,2019-01-04 00:37:37,2019-01-04 00:37:39,1.568s,PASSED
