Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_OrangeWebUsingKeywords,Chrome 71.0.3578.98,,2019-01-14 16:24:54,2019-01-14 16:25:21,27.174s,FAILED
,,,,,,
Test Cases/Orange_Website_Using_Function/TC_EmailConfiguration,Chrome 71.0.3578.98,,2019-01-14 16:24:54,2019-01-14 16:25:21,26.698s,FAILED
pk_Functions.CS_Login.LoginFun,Chrome 71.0.3578.98,,2019-01-14 16:24:55,2019-01-14 16:25:04,9.729s,PASSED
pk_Functions.CS_StaticListUsingLiTag.LovSearchIndexFun,Chrome 71.0.3578.98,,2019-01-14 16:25:04,2019-01-14 16:25:10,5.621s,PASSED
pk_Functions.CS_StaticListUsingLiTag.LovSearchIndexFun,Chrome 71.0.3578.98,,2019-01-14 16:25:10,2019-01-14 16:25:15,4.815s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-14 16:25:15,2019-01-14 16:25:19,4.005s,PASSED
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,,2019-01-14 16:25:19,2019-01-14 16:25:21,1.940s,FAILED
