Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Locations,Chrome 71.0.3578.98,,2019-01-02 16:25:14,2019-01-02 16:25:38,24.083s,PASSED
,,,,,,
Test Cases/Orange_Website/Login Screen,Chrome 71.0.3578.98,,2019-01-02 16:25:14,2019-01-02 16:25:24,10.129s,PASSED
openBrowser,Chrome 71.0.3578.98,,2019-01-02 16:25:15,2019-01-02 16:25:22,7.302s,PASSED
setText,Chrome 71.0.3578.98,,2019-01-02 16:25:22,2019-01-02 16:25:22,0.518s,PASSED
setText,Chrome 71.0.3578.98,,2019-01-02 16:25:22,2019-01-02 16:25:23,0.182s,PASSED
click,Chrome 71.0.3578.98,,2019-01-02 16:25:23,2019-01-02 16:25:24,1.588s,PASSED
,,,,,,
Test Cases/Orange_Website/TC_Locations,Chrome 71.0.3578.98,,2019-01-02 16:25:24,2019-01-02 16:25:38,13.361s,PASSED
openBrowser,Chrome 71.0.3578.98,,2019-01-02 16:25:25,2019-01-02 16:25:31,5.957s,PASSED
setText,Chrome 71.0.3578.98,,2019-01-02 16:25:31,2019-01-02 16:25:31,0.207s,PASSED
setText,Chrome 71.0.3578.98,,2019-01-02 16:25:31,2019-01-02 16:25:31,0.181s,PASSED
click,Chrome 71.0.3578.98,,2019-01-02 16:25:31,2019-01-02 16:25:32,1.560s,PASSED
navigateToUrl,Chrome 71.0.3578.98,,2019-01-02 16:25:32,2019-01-02 16:25:34,1.625s,PASSED
click,Chrome 71.0.3578.98,,2019-01-02 16:25:34,2019-01-02 16:25:35,0.667s,PASSED
click,Chrome 71.0.3578.98,,2019-01-02 16:25:35,2019-01-02 16:25:35,0.157s,PASSED
pk_Functions.CS_CheckMatching.CheckMatching,Chrome 71.0.3578.98,,2019-01-02 16:25:35,2019-01-02 16:25:38,2.691s,PASSED
