Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Orange_Locations,Chrome 71.0.3578.98,,2019-01-17 15:05:48,2019-01-17 15:06:08,19.647s,FAILED
,,,,,,
Test Cases/Orange_Website/TC_Locations_Multi_Scenarios,Chrome 71.0.3578.98,,2019-01-17 15:05:49,2019-01-17 15:06:08,19.126s,FAILED
openBrowser,Chrome 71.0.3578.98,,2019-01-17 15:05:50,2019-01-17 15:05:59,9.364s,PASSED
setText,Chrome 71.0.3578.98,,2019-01-17 15:05:59,2019-01-17 15:05:59,0.269s,PASSED
setText,Chrome 71.0.3578.98,,2019-01-17 15:05:59,2019-01-17 15:05:59,0.157s,PASSED
click,Chrome 71.0.3578.98,,2019-01-17 15:05:59,2019-01-17 15:06:03,3.554s,PASSED
navigateToUrl,Chrome 71.0.3578.98,,2019-01-17 15:06:03,2019-01-17 15:06:04,1.350s,PASSED
click,Chrome 71.0.3578.98,,2019-01-17 15:06:04,2019-01-17 15:06:05,0.740s,PASSED
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,Load data,2019-01-17 15:06:05,2019-01-17 15:06:07,2.426s,FAILED
click,Chrome 71.0.3578.98,save data,2019-01-17 15:06:08,2019-01-17 15:06:08,0.133s,PASSED
pk_Functions.CS_ValidateSearchParameters.ValidateSearchParameters,Chrome 71.0.3578.98,,2019-01-17 15:06:08,2019-01-17 15:06:08,0.073s,ERROR
