Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Locations,Chrome 71.0.3578.98,,2019-01-02 12:18:08,2019-01-02 12:19:01,52.692s,FAILED
,,,,,,
Test Cases/Orange_Website/Login Screen,Chrome 71.0.3578.98,,2019-01-02 12:18:09,2019-01-02 12:18:21,12.647s,PASSED
openBrowser,Chrome 71.0.3578.98,,2019-01-02 12:18:09,2019-01-02 12:18:19,9.401s,PASSED
setText,Chrome 71.0.3578.98,,2019-01-02 12:18:19,2019-01-02 12:18:19,0.516s,PASSED
setText,Chrome 71.0.3578.98,,2019-01-02 12:18:19,2019-01-02 12:18:20,0.249s,PASSED
click,Chrome 71.0.3578.98,,2019-01-02 12:18:20,2019-01-02 12:18:21,1.827s,PASSED
,,,,,,
Test Cases/Orange_Website/Locations,Chrome 71.0.3578.98,,2019-01-02 12:18:21,2019-01-02 12:19:00,38.351s,FAILED
openBrowser,Chrome 71.0.3578.98,,2019-01-02 12:18:22,2019-01-02 12:18:25,3.062s,PASSED
navigateToUrl,Chrome 71.0.3578.98,,2019-01-02 12:18:25,2019-01-02 12:18:28,3.180s,PASSED
click,Chrome 71.0.3578.98,,2019-01-02 12:18:28,2019-01-02 12:19:00,31.747s,FAILED
