Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Locations,Chrome 71.0.3578.98,,2019-01-06 09:43:48,2019-01-06 09:44:08,20.400s,PASSED
,,,,,,
Test Cases/Orange_Website/TC_Multi_Scenarios,Chrome 71.0.3578.98,,2019-01-06 09:43:49,2019-01-06 09:44:08,19.683s,PASSED
openBrowser,Chrome 71.0.3578.98,,2019-01-06 09:43:50,2019-01-06 09:43:57,7.084s,PASSED
setText,Chrome 71.0.3578.98,,2019-01-06 09:43:57,2019-01-06 09:43:57,0.414s,PASSED
setText,Chrome 71.0.3578.98,,2019-01-06 09:43:57,2019-01-06 09:43:58,0.522s,PASSED
click,Chrome 71.0.3578.98,,2019-01-06 09:43:58,2019-01-06 09:43:59,1.641s,PASSED
navigateToUrl,Chrome 71.0.3578.98,,2019-01-06 09:43:59,2019-01-06 09:44:01,1.979s,PASSED
click,Chrome 71.0.3578.98,,2019-01-06 09:44:01,2019-01-06 09:44:02,0.842s,PASSED
selectOptionByValue,Chrome 71.0.3578.98,,2019-01-06 09:44:02,2019-01-06 09:44:02,0.277s,PASSED
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,,2019-01-06 09:44:02,2019-01-06 09:44:07,4.625s,PASSED
click,Chrome 71.0.3578.98,,2019-01-06 09:44:07,2019-01-06 09:44:08,1.303s,PASSED
