Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Locations,Chrome 71.0.3578.98,,2019-01-03 10:07:44,2019-01-03 10:08:10,26.369s,FAILED
,,,,,,
Test Cases/Orange_Website/Login Screen,Chrome 71.0.3578.98,,2019-01-03 10:07:45,2019-01-03 10:07:57,12.514s,PASSED
openBrowser,Chrome 71.0.3578.98,,2019-01-03 10:07:45,2019-01-03 10:07:55,9.624s,PASSED
setText,Chrome 71.0.3578.98,,2019-01-03 10:07:55,2019-01-03 10:07:55,0.465s,PASSED
setText,Chrome 71.0.3578.98,,2019-01-03 10:07:55,2019-01-03 10:07:56,0.241s,PASSED
click,Chrome 71.0.3578.98,,2019-01-03 10:07:56,2019-01-03 10:07:57,1.708s,PASSED
,,,,,,
Test Cases/Orange_Website/TC_Locations,Chrome 71.0.3578.98,,2019-01-03 10:07:57,2019-01-03 10:08:10,12.995s,FAILED
openBrowser,Chrome 71.0.3578.98,,2019-01-03 10:07:58,2019-01-03 10:08:04,6.244s,PASSED
setText,Chrome 71.0.3578.98,,2019-01-03 10:08:04,2019-01-03 10:08:04,0.177s,PASSED
setText,Chrome 71.0.3578.98,,2019-01-03 10:08:04,2019-01-03 10:08:04,0.155s,PASSED
click,Chrome 71.0.3578.98,,2019-01-03 10:08:04,2019-01-03 10:08:06,1.684s,PASSED
navigateToUrl,Chrome 71.0.3578.98,,2019-01-03 10:08:06,2019-01-03 10:08:08,1.760s,PASSED
click,Chrome 71.0.3578.98,,2019-01-03 10:08:08,2019-01-03 10:08:08,0.742s,PASSED
click,Chrome 71.0.3578.98,,2019-01-03 10:08:08,2019-01-03 10:08:09,0.134s,PASSED
pk_Functions.CS_CheckMatching.CheckMatching,Chrome 71.0.3578.98,,2019-01-03 10:08:09,2019-01-03 10:08:10,1.776s,FAILED
