Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Orange_Locations,Chrome 71.0.3578.98,,2019-01-08 10:03:52,2019-01-08 10:04:21,28.936s,PASSED
,,,,,,
Test Cases/Orange_Website/TC_Locations_Multi_Scenarios,Chrome 71.0.3578.98,,2019-01-08 10:03:53,2019-01-08 10:04:21,28.317s,PASSED
openBrowser,Chrome 71.0.3578.98,,2019-01-08 10:03:54,2019-01-08 10:04:04,10.102s,PASSED
setText,Chrome 71.0.3578.98,,2019-01-08 10:04:04,2019-01-08 10:04:05,0.345s,PASSED
setText,Chrome 71.0.3578.98,,2019-01-08 10:04:05,2019-01-08 10:04:05,0.159s,PASSED
click,Chrome 71.0.3578.98,,2019-01-08 10:04:05,2019-01-08 10:04:08,3.037s,PASSED
navigateToUrl,Chrome 71.0.3578.98,,2019-01-08 10:04:08,2019-01-08 10:04:12,4.400s,PASSED
click,Chrome 71.0.3578.98,,2019-01-08 10:04:12,2019-01-08 10:04:13,0.840s,PASSED
selectOptionByValue,Chrome 71.0.3578.98,,2019-01-08 10:04:13,2019-01-08 10:04:13,0.185s,PASSED
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,Load data,2019-01-08 10:04:13,2019-01-08 10:04:16,2.649s,PASSED
click,Chrome 71.0.3578.98,save data,2019-01-08 10:04:16,2019-01-08 10:04:17,0.947s,PASSED
pk_Functions.CS_SelectRecordFromWebtable.SelectRecordFromWebtableFun,Chrome 71.0.3578.98,click view,2019-01-08 10:04:17,2019-01-08 10:04:17,0.683s,PASSED
click,Chrome 71.0.3578.98,,2019-01-08 10:04:17,2019-01-08 10:04:18,0.118s,PASSED
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,,2019-01-08 10:04:18,2019-01-08 10:04:19,1.691s,PASSED
selectOptionByValue,Chrome 71.0.3578.98,,2019-01-08 10:04:19,2019-01-08 10:04:19,0.098s,PASSED
click,Chrome 71.0.3578.98,save data,2019-01-08 10:04:19,2019-01-08 10:04:20,0.795s,PASSED
pk_Functions.CS_SelectRecordFromWebtable.SelectRecordFromWebtableFun,Chrome 71.0.3578.98,click view,2019-01-08 10:04:20,2019-01-08 10:04:21,0.575s,PASSED
pk_Functions.CS_VerifyPageData.CheckMatching,Chrome 71.0.3578.98,check view mode,2019-01-08 10:04:21,2019-01-08 10:04:21,0.690s,PASSED
