Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_OrangeWebUsingKeywords,Chrome 71.0.3578.98,,2019-01-14 12:02:32,2019-01-14 12:02:53,20.570s,ERROR
,,,,,,
Test Cases/Orange_Website_Using_Function/Tc_TestOrangeWebUsingKeywords,Chrome 71.0.3578.98,,2019-01-14 12:02:33,2019-01-14 12:02:53,19.991s,ERROR
openBrowser,Chrome 71.0.3578.98,,2019-01-14 12:02:33,2019-01-14 12:02:44,10.480s,PASSED
pk_Functions.CS_SpecificPageData.DataFun,Chrome 71.0.3578.98,,2019-01-14 12:02:44,2019-01-14 12:02:45,1.531s,PASSED
click,Chrome 71.0.3578.98,,2019-01-14 12:02:45,2019-01-14 12:02:47,1.584s,PASSED
pk_Functions.CS_StaticListUsingLiTag.LovMatchItemsFun,Chrome 71.0.3578.98,,2019-01-14 12:02:47,2019-01-14 12:02:53,5.948s,FAILED
