Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_OrangeWebUsingKeywords,Chrome 71.0.3578.98,,2019-01-14 16:13:25,2019-01-14 16:13:57,32.720s,ERROR
,,,,,,
Test Cases/Orange_Website_Using_Function/TC_EmailConfiguration,Chrome 71.0.3578.98,,2019-01-14 16:13:25,2019-01-14 16:13:57,32.226s,ERROR
pk_Functions.CS_Login.LoginFun,Chrome 71.0.3578.98,,2019-01-14 16:13:26,2019-01-14 16:13:46,20.130s,PASSED
pk_Functions.CS_StaticListUsingLiTag.LovSearchIndexFun,Chrome 71.0.3578.98,,2019-01-14 16:13:46,2019-01-14 16:13:52,6.179s,PASSED
pk_Functions.CS_StaticListUsingLiTag.LovSearchIndexFun,Chrome 71.0.3578.98,,2019-01-14 16:13:52,2019-01-14 16:13:57,5.449s,PASSED
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,,2019-01-14 16:13:57,2019-01-14 16:13:57,0.004s,PASSED
