Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_OrangeWebUsingKeywords,Chrome 71.0.3578.98,,2019-01-04 01:56:56,2019-01-04 01:57:16,19.926s,PASSED
,,,,,,
Test Cases/Orange_Website_Using_Function/TC_AllPageComponent,Chrome 71.0.3578.98,,2019-01-04 01:56:56,2019-01-04 01:57:16,19.568s,PASSED
"pk_Functions.CS_Login.LoginFun(findTestObject(null), ""https://opensource-demo.orangehrmlive.com/index.php/auth/login"", findTestObject(""Orange/Login/Username""), findTestObject(""Orange/Login/Password""), ""Admin"", ""admin123"", findTestObject(""Orange/Login/Login""))",Chrome 71.0.3578.98,,2019-01-04 01:56:57,2019-01-04 01:57:09,11.647s,PASSED
"click(findTestObject(""Orange/Navigation/MNUITM_Recruitment""))",Chrome 71.0.3578.98,,2019-01-04 01:57:09,2019-01-04 01:57:10,1.544s,PASSED
"pk_Functions.CS_TextLov.TextLovFun(""TestKeywords/AllObjectComponent"", ""Sheet1"", [CandidateName, JobTitle, WelcomeAdmin])",Chrome 71.0.3578.98,,2019-01-04 01:57:10,2019-01-04 01:57:16,5.739s,PASSED
